Model,Lead,Stroke,RPM
GTH3,2,50,3000
GTH3,2,100,3000
GTH3,2,150,3000
GTH3,2,200,3000
GTH3,2,250,3000
GTH3,2,300,3000
GTH3,2,350,3000
GTH3,2,400,3000
GTH3,2,450,3000
GTH3,2,500,3000
GTH3,8,50,3600
GTH3,8,100,3600
GTH3,8,150,3600
GTH3,8,200,3600
GTH3,8,250,3000
GTH3,8,300,2400
GTH3,8,350,2100
GTH3,8,400,1800
GTH3,8,450,1500
GTH3,8,500,1200
GTH3,12,50,3000
GTH3,12,100,3000
GTH3,12,150,3000
GTH3,12,200,3000
GTH3,12,250,3000
GTH3,12,300,3000
GTH4,2,50,3000
GTH4,2,100,3000
GTH4,2,150,3000
GTH4,2,200,3000
GTH4,2,250,3000
GTH4,2,300,3000
GTH4,2,350,3000
GTH4,2,400,3000
GTH4,2,450,3000
GTH4,2,500,3000
GTH4,2,550,3000
GTH4,2,600,2700
GTH4,2,650,2400
GTH4,2,700,2100
GTH4,2,750,1800
GTH4,2,800,1500
GTH4,2,850,1300
GTH4,2,900,1200
GTH4,2,950,1100
GTH4,2,1000,1000
GTH4,6,50,3600
GTH4,6,100,3600
GTH4,6,150,3600
GTH4,6,200,3600
GTH4,6,250,3600
GTH4,6,300,3600
GTH4,6,350,3600
GTH4,6,400,3600
GTH4,6,450,3600
GTH4,6,500,3300
GTH4,6,550,3200
GTH4,6,600,2700
GTH4,6,650,2400
GTH4,6,700,2100
GTH4,6,750,1800
GTH4,6,800,1500
GTH4,6,850,1300
GTH4,6,900,1200
GTH4,6,950,1100
GTH4,6,1000,1000
GTH4,12,50,3600
GTH4,12,100,3600
GTH4,12,150,3600
GTH4,12,200,3600
GTH4,12,250,3600
GTH4,12,300,3600
GTH4,12,350,3600
GTH4,12,400,3600
GTH4,12,450,3600
GTH4,12,500,3300
GTH4,12,550,3200
GTH4,12,600,2700
GTH4,12,650,2400
GTH4,12,700,2100
GTH4,12,750,1800
GTH4,12,800,1500
GTH4,12,850,1300
GTH4,12,900,1200
GTH4,12,950,1100
GTH4,12,1000,1000
GTH5,2,50,3000
GTH5,2,100,3000
GTH5,2,150,3000
GTH5,2,200,3000
GTH5,2,250,3000
GTH5,2,300,3000
GTH5,2,350,3000
GTH5,2,400,3000
GTH5,2,450,3000
GTH5,2,500,3000
GTH5,2,550,3000
GTH5,2,600,3000
GTH5,2,650,2700
GTH5,2,700,2400
GTH5,2,750,2100
GTH5,2,800,1800
GTH5,2,850,1500
GTH5,2,900,1400
GTH5,2,950,1200
GTH5,2,1000,1100
GTH5,2,1050,1000
GTH5,5,50,3600
GTH5,5,100,3600
GTH5,5,150,3600
GTH5,5,200,3600
GTH5,5,250,3600
GTH5,5,300,3600
GTH5,5,350,3600
GTH5,5,400,3600
GTH5,5,450,3600
GTH5,5,500,3600
GTH5,5,550,3500
GTH5,5,600,3000
GTH5,5,650,2700
GTH5,5,700,2400
GTH5,5,750,2100
GTH5,5,800,1800
GTH5,5,850,1500
GTH5,5,900,1400
GTH5,5,950,1200
GTH5,5,1000,1100
GTH5,5,1050,1000
GTH5,10,50,3600
GTH5,10,100,3600
GTH5,10,150,3600
GTH5,10,200,3600
GTH5,10,250,3600
GTH5,10,300,3600
GTH5,10,350,3600
GTH5,10,400,3600
GTH5,10,450,3600
GTH5,10,500,3600
GTH5,10,550,3500
GTH5,10,600,3000
GTH5,10,650,2700
GTH5,10,700,2400
GTH5,10,750,2100
GTH5,10,800,1800
GTH5,10,850,1500
GTH5,10,900,1400
GTH5,10,950,1200
GTH5,10,1000,1100
GTH5,10,1050,1000
GTH5,20,50,3600
GTH5,20,100,3600
GTH5,20,150,3600
GTH5,20,200,3600
GTH5,20,250,3600
GTH5,20,300,3600
GTH5,20,350,3600
GTH5,20,400,3600
GTH5,20,450,3600
GTH5,20,500,3600
GTH5,20,550,3500
GTH5,20,600,3000
GTH5,20,650,2700
GTH5,20,700,2400
GTH5,20,750,2100
GTH5,20,800,1800
GTH5,20,850,1500
GTH5,20,900,1400
GTH5,20,950,1200
GTH5,20,1000,1100
GTH5,20,1050,1000
GTH8,5,50,3600
GTH8,5,100,3600
GTH8,5,150,3600
GTH8,5,200,3600
GTH8,5,250,3600
GTH8,5,300,3600
GTH8,5,350,3600
GTH8,5,400,3600
GTH8,5,450,3600
GTH8,5,500,3600
GTH8,5,550,3600
GTH8,5,600,3600
GTH8,5,650,3500
GTH8,5,700,3000
GTH8,5,750,3000
GTH8,5,800,2700
GTH8,5,850,2400
GTH8,5,900,2100
GTH8,5,950,1800
GTH8,5,1000,1600
GTH8,5,1050,1400
GTH8,5,1100,1300
GTH8,5,1150,1200
GTH8,5,1200,1100
GTH8,5,1250,1000
GTH8,10,50,3600
GTH8,10,100,3600
GTH8,10,150,3600
GTH8,10,200,3600
GTH8,10,250,3600
GTH8,10,300,3600
GTH8,10,350,3600
GTH8,10,400,3600
GTH8,10,450,3600
GTH8,10,500,3600
GTH8,10,550,3600
GTH8,10,600,3600
GTH8,10,650,3500
GTH8,10,700,3000
GTH8,10,750,3000
GTH8,10,800,2700
GTH8,10,850,2400
GTH8,10,900,2100
GTH8,10,950,1800
GTH8,10,1000,1600
GTH8,10,1050,1400
GTH8,10,1100,1300
GTH8,10,1150,1200
GTH8,10,1200,1100
GTH8,10,1250,1000
GTH8,20,50,3600
GTH8,20,100,3600
GTH8,20,150,3600
GTH8,20,200,3600
GTH8,20,250,3600
GTH8,20,300,3600
GTH8,20,350,3600
GTH8,20,400,3600
GTH8,20,450,3600
GTH8,20,500,3600
GTH8,20,550,3600
GTH8,20,600,3600
GTH8,20,650,3500
GTH8,20,700,3000
GTH8,20,750,3000
GTH8,20,800,2700
GTH8,20,850,2400
GTH8,20,900,2100
GTH8,20,950,1800
GTH8,20,1000,1600
GTH8,20,1050,1400
GTH8,20,1100,1300
GTH8,20,1150,1200
GTH8,20,1200,1100
GTH8,20,1250,1000
GTH12,5,50,3600
GTH12,5,100,3600
GTH12,5,150,3600
GTH12,5,200,3600
GTH12,5,250,3600
GTH12,5,300,3600
GTH12,5,350,3600
GTH12,5,400,3600
GTH12,5,450,3600
GTH12,5,500,3600
GTH12,5,550,3600
GTH12,5,600,3600
GTH12,5,650,3600
GTH12,5,700,3600
GTH12,5,750,3300
GTH12,5,800,3000
GTH12,5,850,2700
GTH12,5,900,2400
GTH12,5,950,2100
GTH12,5,1000,2000
GTH12,5,1050,1900
GTH12,5,1100,1700
GTH12,5,1150,1600
GTH12,5,1200,1500
GTH12,5,1250,1400
GTH12,10,50,3600
GTH12,10,100,3600
GTH12,10,150,3600
GTH12,10,200,3600
GTH12,10,250,3600
GTH12,10,300,3600
GTH12,10,350,3600
GTH12,10,400,3600
GTH12,10,450,3600
GTH12,10,500,3600
GTH12,10,550,3600
GTH12,10,600,3600
GTH12,10,650,3600
GTH12,10,700,3600
GTH12,10,750,3300
GTH12,10,800,3000
GTH12,10,850,2700
GTH12,10,900,2400
GTH12,10,950,2100
GTH12,10,1000,2000
GTH12,10,1050,1900
GTH12,10,1100,1700
GTH12,10,1150,1600
GTH12,10,1200,1500
GTH12,10,1250,1400
GTH12,20,50,3600
GTH12,20,100,3600
GTH12,20,150,3600
GTH12,20,200,3600
GTH12,20,250,3600
GTH12,20,300,3600
GTH12,20,350,3600
GTH12,20,400,3600
GTH12,20,450,3600
GTH12,20,500,3600
GTH12,20,550,3600
GTH12,20,600,3600
GTH12,20,650,3600
GTH12,20,700,3600
GTH12,20,750,3300
GTH12,20,800,3000
GTH12,20,850,2700
GTH12,20,900,2400
GTH12,20,950,2100
GTH12,20,1000,2000
GTH12,20,1050,1900
GTH12,20,1100,1700
GTH12,20,1150,1600
GTH12,20,1200,1500
GTH12,20,1250,1400
GTH12,32,50,3600
GTH12,32,100,3600
GTH12,32,150,3600
GTH12,32,200,3600
GTH12,32,250,3600
GTH12,32,300,3600
GTH12,32,350,3600
GTH12,32,400,3600
GTH12,32,450,3600
GTH12,32,500,3600
GTH12,32,550,3600
GTH12,32,600,3600
GTH12,32,650,3600
GTH12,32,700,3600
GTH12,32,750,3300
GTH12,32,800,3000
GTH12,32,850,2700
GTH12,32,900,2400
GTH12,32,950,2100
GTH12,32,1000,2000
GTH12,32,1050,1900
GTH12,32,1100,1700
GTH12,32,1150,1600
GTH12,32,1200,1500
GTH12,32,1250,1400
GTH5S,2,25,3000
GTH5S,2,50,3000
GTH5S,2,75,3000
GTH5S,2,100,3000
GTH5S,2,125,3000
GTH5S,2,150,3000
GTH5S,2,175,3000
GTH5S,2,200,3000
GTH5S,2,225,3000
GTH5S,2,250,3000
GTH5S,2,275,3000
GTH5S,2,300,3000
GTH5S,2,325,3000
GTH5S,2,350,3000
GTH5S,2,375,3000
GTH5S,2,400,3000
GTH5S,2,425,3000
GTH5S,2,450,3000
GTH8S,5,25,3600
GTH8S,5,50,3600
GTH8S,5,75,3600
GTH8S,5,100,3600
GTH8S,5,125,3600
GTH8S,5,150,3600
GTH8S,5,175,3600
GTH8S,5,200,3600
GTH8S,5,225,3600
GTH8S,5,250,3600
GTH8S,5,275,3600
GTH8S,5,300,3600
GTH8S,5,325,3600
GTH8S,5,350,3600
GTH8S,5,375,3600
GTH8S,5,400,3600
GTH8S,5,425,3600
GTH8S,5,450,3600
GTH8S,5,475,3600
GTH8S,5,500,3600
GTH8S,5,525,3600
GTY4,2,50,3000
GTY4,2,100,3000
GTY4,2,150,3000
GTY4,2,200,3000
GTY4,2,250,3000
GTY4,2,300,3000
GTY4,2,350,3000
GTY4,2,400,3000
GTY4,2,450,3000
GTY4,2,500,3000
GTY4,6,50,3600
GTY4,6,100,3600
GTY4,6,150,3600
GTY4,6,200,3600
GTY4,6,250,3600
GTY4,6,300,3600
GTY4,6,350,3600
GTY4,6,400,3600
GTY4,6,450,3600
GTY4,6,500,3300
GTY4,12,50,3600
GTY4,12,100,3600
GTY4,12,150,3600
GTY4,12,200,3600
GTY4,12,250,3600
GTY4,12,300,3600
GTY4,12,350,3600
GTY4,12,400,3600
GTY4,12,450,3600
GTY4,12,500,3300
GTY5,2,50,3000
GTY5,2,100,3000
GTY5,2,150,3000
GTY5,2,200,3000
GTY5,2,250,3000
GTY5,2,300,3000
GTY5,2,350,3000
GTY5,2,400,3000
GTY5,2,450,3000
GTY5,2,500,3000
GTY5,2,550,3000
GTY5,2,600,3000
GTY5,5,50,3600
GTY5,5,100,3600
GTY5,5,150,3600
GTY5,5,200,3600
GTY5,5,250,3600
GTY5,5,300,3600
GTY5,5,350,3600
GTY5,5,400,3600
GTY5,5,450,3600
GTY5,5,500,3600
GTY5,5,550,3500
GTY5,5,600,3000
GTY5,10,50,3600
GTY5,10,100,3600
GTY5,10,150,3600
GTY5,10,200,3600
GTY5,10,250,3600
GTY5,10,300,3600
GTY5,10,350,3600
GTY5,10,400,3600
GTY5,10,450,3600
GTY5,10,500,3600
GTY5,10,550,3500
GTY5,10,600,3000
GTY5,20,50,3600
GTY5,20,100,3600
GTY5,20,150,3600
GTY5,20,200,3600
GTY5,20,250,3600
GTY5,20,300,3600
GTY5,20,350,3600
GTY5,20,400,3600
GTY5,20,450,3600
GTY5,20,500,3600
GTY5,20,550,3500
GTY5,20,600,3000
GTY8,5,50,3600
GTY8,5,100,3600
GTY8,5,150,3600
GTY8,5,200,3600
GTY8,5,250,3600
GTY8,5,300,3600
GTY8,5,350,3600
GTY8,5,400,3600
GTY8,5,450,3600
GTY8,5,500,3600
GTY8,5,550,3600
GTY8,5,600,3600
GTY8,5,650,3500
GTY8,5,700,3000
GTY8,5,750,2700
GTY8,5,800,2700
GTY8,10,50,3600
GTY8,10,100,3600
GTY8,10,150,3600
GTY8,10,200,3600
GTY8,10,250,3600
GTY8,10,300,3600
GTY8,10,350,3600
GTY8,10,400,3600
GTY8,10,450,3600
GTY8,10,500,3600
GTY8,10,550,3600
GTY8,10,600,3600
GTY8,10,650,3500
GTY8,10,700,3000
GTY8,10,750,2700
GTY8,10,800,2700
GTY8,20,50,3600
GTY8,20,100,3600
GTY8,20,150,3600
GTY8,20,200,3600
GTY8,20,250,3600
GTY8,20,300,3600
GTY8,20,350,3600
GTY8,20,400,3600
GTY8,20,450,3600
GTY8,20,500,3600
GTY8,20,550,3600
GTY8,20,600,3600
GTY8,20,650,3500
GTY8,20,700,3000
GTY8,20,750,2700
GTY8,20,800,2700
GTY12,5,50,3600
GTY12,5,100,3600
GTY12,5,150,3600
GTY12,5,200,3600
GTY12,5,250,3600
GTY12,5,300,3600
GTY12,5,350,3600
GTY12,5,400,3600
GTY12,5,450,3600
GTY12,5,500,3600
GTY12,5,550,3600
GTY12,5,600,3600
GTY12,5,650,3000
GTY12,5,700,3000
GTY12,5,750,3000
GTY12,5,800,3000
GTY12,10,50,3600
GTY12,10,100,3600
GTY12,10,150,3600
GTY12,10,200,3600
GTY12,10,250,3600
GTY12,10,300,3600
GTY12,10,350,3600
GTY12,10,400,3600
GTY12,10,450,3600
GTY12,10,500,3600
GTY12,10,550,3600
GTY12,10,600,3600
GTY12,10,650,3000
GTY12,10,700,3000
GTY12,10,750,3000
GTY12,10,800,3000
GTY12,20,50,3600
GTY12,20,100,3600
GTY12,20,150,3600
GTY12,20,200,3600
GTY12,20,250,3600
GTY12,20,300,3600
GTY12,20,350,3600
GTY12,20,400,3600
GTY12,20,450,3600
GTY12,20,500,3600
GTY12,20,550,3600
GTY12,20,600,3600
GTY12,20,650,3000
GTY12,20,700,3000
GTY12,20,750,3000
GTY12,20,800,3000
GTY12,32,50,3600
GTY12,32,100,3600
GTY12,32,150,3600
GTY12,32,200,3600
GTY12,32,250,3600
GTY12,32,300,3600
GTY12,32,350,3600
GTY12,32,400,3600
GTY12,32,450,3600
GTY12,32,500,3600
GTY12,32,550,3600
GTY12,32,600,3600
GTY12,32,650,3000
GTY12,32,700,3000
GTY12,32,750,3000
GTY12,32,800,3000
ETH13,5,50,3600
ETH13,5,100,3600
ETH13,5,150,3600
ETH13,5,200,3600
ETH13,5,250,3600
ETH13,5,300,3600
ETH13,5,350,3600
ETH13,5,400,3600
ETH13,5,450,3600
ETH13,5,500,3600
ETH13,5,550,3600
ETH13,5,600,3600
ETH13,5,650,3600
ETH13,5,700,3200
ETH13,5,750,3000
ETH13,5,800,2700
ETH13,5,850,2400
ETH13,5,900,2100
ETH13,5,950,1800
ETH13,5,1000,1500
ETH13,5,1050,1200
ETH13,10,50,3600
ETH13,10,100,3600
ETH13,10,150,3600
ETH13,10,200,3600
ETH13,10,250,3600
ETH13,10,300,3600
ETH13,10,350,3600
ETH13,10,400,3600
ETH13,10,450,3600
ETH13,10,500,3600
ETH13,10,550,3600
ETH13,10,600,3600
ETH13,10,650,3600
ETH13,10,700,3200
ETH13,10,750,3000
ETH13,10,800,2700
ETH13,10,850,2400
ETH13,10,900,2100
ETH13,10,950,1800
ETH13,10,1000,1500
ETH13,10,1050,1200
ETH13,20,50,3600
ETH13,20,100,3600
ETH13,20,150,3600
ETH13,20,200,3600
ETH13,20,250,3600
ETH13,20,300,3600
ETH13,20,350,3600
ETH13,20,400,3600
ETH13,20,450,3600
ETH13,20,500,3600
ETH13,20,550,3600
ETH13,20,600,3600
ETH13,20,650,3600
ETH13,20,700,3200
ETH13,20,750,3000
ETH13,20,800,2700
ETH13,20,850,2400
ETH13,20,900,2100
ETH13,20,950,1800
ETH13,20,1000,1500
ETH13,20,1050,1200
ETH13,32,50,3600
ETH13,32,100,3600
ETH13,32,150,3600
ETH13,32,200,3600
ETH13,32,250,3600
ETH13,32,300,3600
ETH13,32,350,3600
ETH13,32,400,3600
ETH13,32,450,3600
ETH13,32,500,3600
ETH13,32,550,3600
ETH13,32,600,3600
ETH13,32,650,3600
ETH13,32,700,3200
ETH13,32,750,3000
ETH13,32,800,2700
ETH13,32,850,2400
ETH13,32,900,2100
ETH13,32,950,1800
ETH13,32,1000,1500
ETH13,32,1050,1200
ETH14,5,50,3600
ETH14,5,100,3600
ETH14,5,150,3600
ETH14,5,200,3600
ETH14,5,250,3600
ETH14,5,300,3600
ETH14,5,350,3600
ETH14,5,400,3600
ETH14,5,450,3600
ETH14,5,500,3600
ETH14,5,550,3600
ETH14,5,600,3600
ETH14,5,650,3300
ETH14,5,700,3000
ETH14,5,750,3000
ETH14,5,800,2700
ETH14,5,850,2400
ETH14,5,900,2100
ETH14,5,950,1800
ETH14,5,1000,1500
ETH14,5,1050,1200
ETH14,10,50,3600
ETH14,10,100,3600
ETH14,10,150,3600
ETH14,10,200,3600
ETH14,10,250,3600
ETH14,10,300,3600
ETH14,10,350,3600
ETH14,10,400,3600
ETH14,10,450,3600
ETH14,10,500,3600
ETH14,10,550,3600
ETH14,10,600,3600
ETH14,10,650,3300
ETH14,10,700,3000
ETH14,10,750,3000
ETH14,10,800,2700
ETH14,10,850,2400
ETH14,10,900,2100
ETH14,10,950,1800
ETH14,10,1000,1500
ETH14,10,1050,1200
ETH14,20,50,3600
ETH14,20,100,3600
ETH14,20,150,3600
ETH14,20,200,3600
ETH14,20,250,3600
ETH14,20,300,3600
ETH14,20,350,3600
ETH14,20,400,3600
ETH14,20,450,3600
ETH14,20,500,3600
ETH14,20,550,3600
ETH14,20,600,3600
ETH14,20,650,3300
ETH14,20,700,3000
ETH14,20,750,3000
ETH14,20,800,2700
ETH14,20,850,2400
ETH14,20,900,2100
ETH14,20,950,1800
ETH14,20,1000,1500
ETH14,20,1050,1200
ETH14,32,50,3600
ETH14,32,100,3600
ETH14,32,150,3600
ETH14,32,200,3600
ETH14,32,250,3600
ETH14,32,300,3600
ETH14,32,350,3600
ETH14,32,400,3600
ETH14,32,450,3600
ETH14,32,500,3600
ETH14,32,550,3600
ETH14,32,600,3600
ETH14,32,650,3300
ETH14,32,700,3000
ETH14,32,750,3000
ETH14,32,800,2700
ETH14,32,850,2400
ETH14,32,900,2100
ETH14,32,950,1800
ETH14,32,1000,1500
ETH14,32,1050,1200
ETH17,5,50,3600
ETH17,5,100,3600
ETH17,5,150,3600
ETH17,5,200,3600
ETH17,5,250,3600
ETH17,5,300,3600
ETH17,5,350,3600
ETH17,5,400,3600
ETH17,5,450,3600
ETH17,5,500,3600
ETH17,5,550,3600
ETH17,5,600,3600
ETH17,5,650,3600
ETH17,5,700,3600
ETH17,5,750,3600
ETH17,5,800,3200
ETH17,5,850,3000
ETH17,5,900,2700
ETH17,5,950,2700
ETH17,5,1000,2400
ETH17,5,1050,2400
ETH17,5,1100,2100
ETH17,5,1150,2100
ETH17,5,1200,1800
ETH17,5,1250,1800
ETH17,10,50,3600
ETH17,10,100,3600
ETH17,10,150,3600
ETH17,10,200,3600
ETH17,10,250,3600
ETH17,10,300,3600
ETH17,10,350,3600
ETH17,10,400,3600
ETH17,10,450,3600
ETH17,10,500,3600
ETH17,10,550,3600
ETH17,10,600,3600
ETH17,10,650,3600
ETH17,10,700,3600
ETH17,10,750,3600
ETH17,10,800,3200
ETH17,10,850,3000
ETH17,10,900,2700
ETH17,10,950,2700
ETH17,10,1000,2400
ETH17,10,1050,2400
ETH17,10,1100,2100
ETH17,10,1150,2100
ETH17,10,1200,1800
ETH17,10,1250,1800
ETH17,20,50,3600
ETH17,20,100,3600
ETH17,20,150,3600
ETH17,20,200,3600
ETH17,20,250,3600
ETH17,20,300,3600
ETH17,20,350,3600
ETH17,20,400,3600
ETH17,20,450,3600
ETH17,20,500,3600
ETH17,20,550,3600
ETH17,20,600,3600
ETH17,20,650,3600
ETH17,20,700,3600
ETH17,20,750,3600
ETH17,20,800,3200
ETH17,20,850,3000
ETH17,20,900,2700
ETH17,20,950,2700
ETH17,20,1000,2400
ETH17,20,1050,2400
ETH17,20,1100,2100
ETH17,20,1150,2100
ETH17,20,1200,1800
ETH17,20,1250,1800
ETH17,40,50,3600
ETH17,40,100,3600
ETH17,40,150,3600
ETH17,40,200,3600
ETH17,40,250,3600
ETH17,40,300,3600
ETH17,40,350,3600
ETH17,40,400,3600
ETH17,40,450,3600
ETH17,40,500,3600
ETH17,40,550,3600
ETH17,40,600,3600
ETH17,40,650,3600
ETH17,40,700,3600
ETH17,40,750,3600
ETH17,40,800,3200
ETH17,40,850,3000
ETH17,40,900,2700
ETH17,40,950,2700
ETH17,40,1000,2400
ETH17,40,1050,2400
ETH17,40,1100,2100
ETH17,40,1150,2100
ETH17,40,1200,1800
ETH17,40,1250,1800
ETH22,5,50,3600
ETH22,5,100,3600
ETH22,5,150,3600
ETH22,5,200,3600
ETH22,5,250,3600
ETH22,5,300,3600
ETH22,5,350,3600
ETH22,5,400,3600
ETH22,5,450,3600
ETH22,5,500,3600
ETH22,5,550,3600
ETH22,5,600,3600
ETH22,5,650,3600
ETH22,5,700,3600
ETH22,5,750,3600
ETH22,5,800,3300
ETH22,5,850,3000
ETH22,5,900,3000
ETH22,5,950,2700
ETH22,5,1000,2700
ETH22,5,1050,2400
ETH22,5,1100,2400
ETH22,5,1150,2100
ETH22,5,1200,2100
ETH22,5,1250,1800
ETH22,5,1300,1800
ETH22,5,1350,1500
ETH22,5,1400,1500
ETH22,5,1450,1200
ETH22,5,1500,1200
ETH22,10,50,3600
ETH22,10,100,3600
ETH22,10,150,3600
ETH22,10,200,3600
ETH22,10,250,3600
ETH22,10,300,3600
ETH22,10,350,3600
ETH22,10,400,3600
ETH22,10,450,3600
ETH22,10,500,3600
ETH22,10,550,3600
ETH22,10,600,3600
ETH22,10,650,3600
ETH22,10,700,3600
ETH22,10,750,3600
ETH22,10,800,3300
ETH22,10,850,3000
ETH22,10,900,3000
ETH22,10,950,2700
ETH22,10,1000,2700
ETH22,10,1050,2400
ETH22,10,1100,2400
ETH22,10,1150,2100
ETH22,10,1200,2100
ETH22,10,1250,1800
ETH22,10,1300,1800
ETH22,10,1350,1500
ETH22,10,1400,1500
ETH22,10,1450,1200
ETH22,10,1500,1200
ETH22,25,50,3600
ETH22,25,100,3600
ETH22,25,150,3600
ETH22,25,200,3600
ETH22,25,250,3600
ETH22,25,300,3600
ETH22,25,350,3600
ETH22,25,400,3600
ETH22,25,450,3600
ETH22,25,500,3600
ETH22,25,550,3600
ETH22,25,600,3600
ETH22,25,650,3600
ETH22,25,700,3600
ETH22,25,750,3600
ETH22,25,800,3300
ETH22,25,850,3000
ETH22,25,900,3000
ETH22,25,950,2700
ETH22,25,1000,2700
ETH22,25,1050,2400
ETH22,25,1100,2400
ETH22,25,1150,2100
ETH22,25,1200,2100
ETH22,25,1250,1800
ETH22,25,1300,1800
ETH22,25,1350,1500
ETH22,25,1400,1500
ETH22,25,1450,1200
ETH22,25,1500,1200
ETH22,40,50,3600
ETH22,40,100,3600
ETH22,40,150,3600
ETH22,40,200,3600
ETH22,40,250,3600
ETH22,40,300,3600
ETH22,40,350,3600
ETH22,40,400,3600
ETH22,40,450,3600
ETH22,40,500,3600
ETH22,40,550,3600
ETH22,40,600,3600
ETH22,40,650,3300
ETH22,40,700,3000
ETH22,40,750,3000
ETH22,40,800,3000
ETH22,40,850,3000
ETH22,40,900,2700
ETH22,40,950,2700
ETH22,40,1000,2400
ETH22,40,1050,2400
ETH22,40,1100,2100
ETH22,40,1150,2100
ETH22,40,1200,1800
ETH22,40,1250,1800
ETH22,40,1300,1500
ETH22,40,1350,1500
ETH22,40,1400,1200
ETH22,40,1450,1200
ETH22,40,1500,900
ETH17M,5,800,3600
ETH17M,5,850,3600
ETH17M,5,900,3600
ETH17M,5,950,3600
ETH17M,5,1000,3600
ETH17M,5,1050,3600
ETH17M,5,1100,3600
ETH17M,5,1150,3600
ETH17M,5,1200,3600
ETH17M,5,1250,3600
ETH17M,5,1300,3600
ETH17M,5,1350,3400
ETH17M,5,1400,3200
ETH17M,5,1450,3000
ETH17M,5,1500,2800
ETH17M,5,1550,2600
ETH17M,5,1600,2400
ETH17M,5,1650,2200
ETH17M,5,1700,2200
ETH17M,5,1750,2100
ETH17M,5,1800,2100
ETH17M,5,1850,1800
ETH17M,5,1900,1800
ETH17M,5,1950,1800
ETH17M,5,2000,1800
ETH17M,5,2050,1500
ETH17M,5,2100,1500
ETH17M,5,2150,1500
ETH17M,5,2200,1500
ETH17M,10,800,3600
ETH17M,10,850,3600
ETH17M,10,900,3600
ETH17M,10,950,3600
ETH17M,10,1000,3600
ETH17M,10,1050,3600
ETH17M,10,1100,3600
ETH17M,10,1150,3600
ETH17M,10,1200,3600
ETH17M,10,1250,3600
ETH17M,10,1300,3600
ETH17M,10,1350,3400
ETH17M,10,1400,3200
ETH17M,10,1450,3000
ETH17M,10,1500,2800
ETH17M,10,1550,2600
ETH17M,10,1600,2400
ETH17M,10,1650,2200
ETH17M,10,1700,2200
ETH17M,10,1750,2100
ETH17M,10,1800,2100
ETH17M,10,1850,1800
ETH17M,10,1900,1800
ETH17M,10,1950,1800
ETH17M,10,2000,1800
ETH17M,10,2050,1500
ETH17M,10,2100,1500
ETH17M,10,2150,1500
ETH17M,10,2200,1500
ETH17M,20,800,3600
ETH17M,20,850,3600
ETH17M,20,900,3600
ETH17M,20,950,3600
ETH17M,20,1000,3600
ETH17M,20,1050,3600
ETH17M,20,1100,3600
ETH17M,20,1150,3600
ETH17M,20,1200,3600
ETH17M,20,1250,3600
ETH17M,20,1300,3600
ETH17M,20,1350,3400
ETH17M,20,1400,3200
ETH17M,20,1450,3000
ETH17M,20,1500,2800
ETH17M,20,1550,2600
ETH17M,20,1600,2400
ETH17M,20,1650,2200
ETH17M,20,1700,2200
ETH17M,20,1750,2100
ETH17M,20,1800,2100
ETH17M,20,1850,1800
ETH17M,20,1900,1800
ETH17M,20,1950,1800
ETH17M,20,2000,1800
ETH17M,20,2050,1500
ETH17M,20,2100,1500
ETH17M,20,2150,1500
ETH17M,20,2200,1500
ETH17M,32,800,3600
ETH17M,32,850,3600
ETH17M,32,900,3600
ETH17M,32,950,3600
ETH17M,32,1000,3600
ETH17M,32,1050,3600
ETH17M,32,1100,3600
ETH17M,32,1150,3600
ETH17M,32,1200,3600
ETH17M,32,1250,3600
ETH17M,32,1300,3600
ETH17M,32,1350,3400
ETH17M,32,1400,3200
ETH17M,32,1450,3000
ETH17M,32,1500,2800
ETH17M,32,1550,2600
ETH17M,32,1600,2400
ETH17M,32,1650,2200
ETH17M,32,1700,2200
ETH17M,32,1750,2100
ETH17M,32,1800,2100
ETH17M,32,1850,1800
ETH17M,32,1900,1800
ETH17M,32,1950,1800
ETH17M,32,2000,1800
ETH17M,32,2050,1500
ETH17M,32,2100,1500
ETH17M,32,2150,1500
ETH17M,32,2200,1500
ETH22M,5,850,3600
ETH22M,5,900,3600
ETH22M,5,950,3600
ETH22M,5,1000,3600
ETH22M,5,1050,3600
ETH22M,5,1100,3600
ETH22M,5,1150,3600
ETH22M,5,1200,3600
ETH22M,5,1250,3600
ETH22M,5,1300,3600
ETH22M,5,1350,3600
ETH22M,5,1400,3600
ETH22M,5,1450,3600
ETH22M,5,1500,3600
ETH22M,5,1550,3400
ETH22M,5,1600,3200
ETH22M,5,1650,3000
ETH22M,5,1700,2800
ETH22M,5,1750,2700
ETH22M,5,1800,2600
ETH22M,5,1850,2500
ETH22M,5,1900,2400
ETH22M,5,1950,2400
ETH22M,5,2000,2400
ETH22M,5,2050,2400
ETH22M,5,2100,2100
ETH22M,5,2150,2100
ETH22M,5,2200,2100
ETH22M,5,2250,2100
ETH22M,5,2300,1800
ETH22M,5,2350,1800
ETH22M,5,2400,1800
ETH22M,10,850,3600
ETH22M,10,900,3600
ETH22M,10,950,3600
ETH22M,10,1000,3600
ETH22M,10,1050,3600
ETH22M,10,1100,3600
ETH22M,10,1150,3600
ETH22M,10,1200,3600
ETH22M,10,1250,3600
ETH22M,10,1300,3600
ETH22M,10,1350,3600
ETH22M,10,1400,3600
ETH22M,10,1450,3600
ETH22M,10,1500,3600
ETH22M,10,1550,3400
